"Title","Publisher","Editor","Publication Year","Publication Date","Volume/Issue Number","Frequency","Publication Dates","Front Page Headlines","Table of Contents ","Topical Subject","Geographical Subject","Local Genre","LC Classification","Coverage","Type","Original Item Medium","Original Item Size","Digital Format","Digitization Process","Language","Rights","Rights Statement","Rights Statement URL","Collection","Digital Publisher","Source","File Name"
"Richmond Music Journal (1996-06)","Gypsy Publishing","Matera, Mariane","1996","1996-06","v.3:no.8","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Serotonin comes out strong and other local band news -- Nightcrawlers Take in Garbage","lyrics and deep thoughts 3 -- letters and threats 4-5, 13 -- calendar 6, 14 -- telephone poll 7 -- Burst Into Flames 8 -- Harrison Deane 9 -- High Roller 10-11 -- Cracker in New York 12 -- Hyperspace 16-18 -- Leftover Photos 20 -- Nightcrawlers 22-23 -- Keith Clarke 24-26 -- Radio play 28 -- Wayback Machine 29 -- Tunes-Dispatch 30-31 -- End Note 31","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.3:no.8, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v03_n08.pdf"
"Richmond Music Journal (1996-07)","Gypsy Publishing","Matera, Mariane","1996","1996-07","v.3:no.9","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","First Annual Rt. 1 South Critics' Choice Awards","lyrics and deepness 3 -- letters from the crypt 4-5 -- calendar 6 -- stupid telephone poll 7 -- bad city murders -- good clubs!!!! 9 -- Nightcrawlers all over the conference 10-17 -- Hyperspace 18-20 -- Leftover Photos 21 -- Perfectly Good Guitar 23 -- Wayback Machine 24 -- record reviews 25-27 -- keyboard brain 27","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.3:no.9, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v03_n09.pdf"
"Richmond Music Journal (1996-08)","Gypsy Publishing","Matera, Mariane","1996","1996-08","v.3:no.10","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","The Brief, Frustrating History of Grape Delilah or How to Fail as a Bar Band Without Really Trying, or Stop Me If You've Lived This Before -- This is what it's all about, right?","lyrics and deep thoughts 3 -- whining and griping 4-5, 9 -- calendar 6 -- irrational, senseless poll 7 -- Sheri in a haltar top 8 -- nightcrawlers 10-11 -- hyperspace 12-13 -- how to fail as a bar band 14 -- leftover photos 15 -- Trouble with Larry 16 -- ads and rates 17 --reviews 18-19 -- Grace Street - so what? 19","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.3:no.10, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v03_n10.pdf"
"Richmond Music Journal (1996-09)","Gypsy Publishing","Matera, Mariane","1996","1996-09","v.3:no.11","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Do you know me? -- Rock and roll music, any old way you choose it","lyrics and deep thoughts 3 -- sound and the fury 4-5 -- calendar 6 -- poll 7 -- Randy Britt & the Homewreckers 8 -- nightcrawlers 10-11 -- hyperspace 12-14 -- classifieds 16 -- leftover photos 18 -- couch radio 19 -- Crowbar Logic 20 -- tunes-dispatch 21 -- Frog Legs 22 -- a Stern reprimand 23","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.3:no.11, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v03_n11.pdf"
"Richmond Music Journal (1996-10)","Gypsy Publishing","Matera, Mariane","1996","1996-10","v.3:no.12","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Taylor, Amos, Cracker, Zombie, and Young","deep thoughts 3 -- letters 4-6, 20 -- calendar 7 -- poll 8 -- Chrome Daddy -- Disco 9 -- Agents of Good Roots 10 -- Dumm Dumms 11-13 -- Nightcrawlers 14-17 -- Hyperspace 18-19 -- Cold Gin 21 -- Tunes-Dispatch 22, 24 -- Peter Bell on radio 25","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.3:no.12, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v03_n12.pdf"
"Richmond Music Journal (1996-11)","Gypsy Publishing","Matera, Mariane","1996","1996-11","v.4:no.1","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","$how makes big bucks for Ki$$ at Hampton","lyrics and deep ones 3 -- letters from hell 4-5, 9, 21 -- calendar 6 -- poll stars 7 -- Stone Kitchen 10-11 -- nightcrawlers 12-13 -- punk report 15 • hyperspace 16-17 -- Kicked in Ribs 18 -- Iron Maiden -- Sea of Souls 20 -- classified ads -- tunes-dispatch 24-25 -- our third annual whine festival 26","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.4:no.1, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v04_n01.pdf"
"Richmond Music Journal (1996-12)","Gypsy Publishing","Matera, Mariane","1996","1996-12","v.4:no.2","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Grace Street is alive with the sound of music (again)","deep thoughts 3 -- readers write 4-7, 24 -- calendar 8 -- poll 9 -- nightcrawlers 10-13 -- Debbie Harry and Ray Davies 17 -- hyperspace 18-19 -- Fulflej 20 -- tunes-dispatch 22-23 -- end note 26","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.4:no.2, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v04_n02.pdf"
"Richmond Music Journal (1997-01)","Gypsy Publishing","Matera, Mariane","1997","1997-01","v.4:no.3","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Used Carlotta is no second hand band","Lyrics & deep thoughts 3 -- Cracker-jacked letters 4-5, 19 -- calendar 6 -- poll 7 -- nightcrawlers 8-9 -- Greg's rock & roll shakedown 9 -- Bullets from Oz 10 -- Rawg photos 11 -- couch radio 13 -- Queen Sheri 16 -- blues reviews 17 -- JJ on reviewing 20 -- tunes-dispatch 21 -- Cherry Blossom Festival riots 22","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.4:no.3, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v04_n03.pdf"
"Richmond Music Journal (1997-02)","Gypsy Publishing","Matera, Mariane","1997","1997-02","v.4:no.4","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Eileen Edmonds, out front and coming into her own","lyrics and deep thoughts 3 -- letters from the loonies 4-5 -- calendar 6 -- poll stars 7 -- nightcrawlers 8-9 -- hyperspace l0-12 -- Rocket 69 13 -- leftover photos 16 -- classifieds 17 -- separated at birth 20 -- behind the band 22 -- local product 23 -- Aunt Agony Answers All 24 -- reviews 25 -- cover story 26","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.4:no.4, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v04_n04.pdf"
"Richmond Music Journal (1997-03)","Gypsy Publishing","Matera, Mariane","1997","1997-03","v.4:no.5","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Car Bomb is locked and cocked for rock","lyrics and deep thoughts 3 -- letters from the edifiers 4-5 -- calendar 6 -- who's happening poll 7 -- Headstone Circus 9 -- hyperspace 10-13 -- classified ads 15 -- nightcrawlers 16-20 -- not local reviews 22 -- couch radio 23 -- reviews 24 -- end note 25","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.4:no.5, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v04_n05.pdf"
"Richmond Music Journal (1997-04)","Gypsy Publishing","Matera, Mariane","1997","1997-04","v.4:no.6","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Second Coming of the Cashmere Jungle Lords","LYRICS AND DEEP THOUGHTS 3 -- LETTERS 4-5 -- CALENDAR 6 -- WHO'S HAPPENING 7 -- ARMWOOD 8 -- HYPERSPACE 10-11 -- NOT LOCAL REVIEWS 12 -- CLASSIFIEDS 13 -- NIGHTCRAWLERS 16-18 -- LEFTOVER PHOTOS 22 -- REVIEWS 25 -- THE DEAN-PIRE STRIKES BACK 26","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.4:no.6, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v04_n06.pdf"
"Richmond Music Journal (1997-05)","Gypsy Publishing","Matera, Mariane","1997","1997-05","v.4:no.7","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","SPEAK OF THE DEVIL! (After Kiss, Type O Negative and Impotent Sea Snakes played in Richmond, how could Marilyn Manson be too much?)","quotes 2 -- calendar 4, 29 -- poll 5 -- letters 6-7 -- rock chicks 8 -- Peter Steele l0-11 --nightcrawlers 12-15 -- Puddleduck 17 -- hyperspace 20-22 -- blues CDs 23 -- reviews 24-27 -- couch radio 30 -- classifieds 33 -- no opening bands 34","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.4:no.7, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v04_n07.pdf"
"Richmond Music Journal (1997-06)","Gypsy Publishing","Matera, Mariane","1997","1997-06","v.4:no.8","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)",,"lyrics and deep thoughts 3 -- not so many letters because everybody loves the paper 4 -- calendar 6 -- Janet Martin Band 10-11 -- all about Regan 14-15 -- Hyperspace 16-17 -- classified ads 19 -- the world according to Thelma Shook 22-25 -- Nightcrawlers 26-31 -- local band web sites 32 -- blues you can use 33 -- Friendly & Oldham 34 -- reviews 35-36 -- practice is good 38","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.4:no.8, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v04_n08.pdf"
"Richmond Music Journal (1997-07)","Gypsy Publishing","Matera, Mariane","1997","1997-07","v.4:no.9","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","2nd Annual Rt 1 South Critics' Awards","Lyrics and Deep Thoughts 3 -- I think a change will do you good 4-5 -- With the naked eye I saw 6 -- Calendar 8 -- Who's Happening 9 -- Nightcrawlers 10-13, 20, 21 -- Local Bands in Site 15 -- A conversation with Bruce Dickinson of Iron Maiden 19 -- Hype-r Space 22 -- Blues you can use 25 -- Dollar Classifieds 27 -- Tunes-Dispatch... Tunes-Dispatch... Tunes-Dispatch... 28, 29 -- End Note 30","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.4:no.9, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v04_n09.pdf"
"Richmond Music Journal (1997-08)","Gypsy Publishing","Matera, Mariane","1997","1997-08","v.4:no.10","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","What are you looking at? Steve Tyler of Aerosmith at the Classic Amp","lyrics & deep thoughts 3 -- Letters from our readers and other troublemakers 4-5 -- calendar 6 -- poll 7 -- hyperspace 10 -- classifieds 11 -- Paul lvey 12-13 -- nightcrawlers 18-23, 25 -- CD flea 27 -- Tunes-Dispatch 29 -- I hate this paper 30","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.4:no.10, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v04_n10.pdf"
"Richmond Music Journal (1997-09)","Gypsy Publishing","Matera, Mariane","1997","1997-09","v.4:no.11","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Center photo of Live's Ed by John Church, clockwise from upper left, Thelma Shook, Notam, Regan, In Clover, Slack Family, Notam, 100th Monkey, Stone Kitchen, Suzy Saxon, corner photos, Wonder Boy (upper left) Dog Psychology (lower right), all other photos by Mariane Matera","lyrics and deep thoughts 3 -- letters from our fretters 4-5 and 27 -- calendar of things to do 6 -- you are lame if you're not in the poll 7 -- Lionfish 8 -- nightcrawlers 10-16 -- hyperspace 20-21 -- Dragline 22-23 -- bands on the internet 25 -- big ass sectional sofa radio 28 -- classifieds 31 -- reviews 32-33 -- straight edge sucks 34 -- who won the Decent Exposure contest? 35","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.4:no.11, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v04_n11.pdf"
"Richmond Music Journal (1997-10)","Gypsy Publishing","Matera, Mariane","1997","1997-10","v.4:no.12","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Cover photos by Bobby Jorgenson. Counterclockwise from below flag: Picasso Jones, Copper Sails, Leon Milmore, In Clover and Vulvaboy at Decent Exposure, Sunset Grill","lyrics & deep thoughts 3 -- more letters than we've ever gotten before 4-7, 24-25 -- show calendar 8 -- poll 9 -- bare breasts 10 -- nightcrawlers 12-15, 18-19 -- hyperspace 22 -- classified ads 23 -- reviews 27, 29 -- pissy irrelevancies 30","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.4:no.12, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v04_n12.pdf"
